Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,song_popularity_2025,image_url_song,followers,popularity_artist_2025,image_url_artist
1026,Melanie Martinez,Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,77,2015,electro,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4,False,73,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1040,Melanie Martinez,Play Date,4DpNNXFMMxQEKl7r0ykkWA,76,2015,electro,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,179867,4,True,74,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1055,Melanie Martinez,Cake,5H3TCfiw0CQTX1XU7A9TXM,74,2015,electro,0.518,0.655,8,-6.255,1,0.0826,0.381,0.0,0.271,0.29,156.992,199682,4,False,71,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1088,Melanie Martinez,Training Wheels,3EGW6TGGbdk6Ys1Y3HU3lj,72,2015,electro,0.571,0.481,9,-7.179,1,0.0444,0.697,0.0,0.089,0.0807,113.753,205680,4,True,67,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1089,Melanie Martinez,"Tag, You're It",3u1FiuSpfsgVnekEMXgMwJ,72,2015,electro,0.559,0.835,5,-5.555,0,0.0424,0.24,0.019,0.185,0.382,114.908,189027,4,False,71,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1104,Melanie Martinez,Pity Party,3fo6DYGktjENCiagUeU9yH,71,2015,electro,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136.05,204086,4,False,69,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1105,Melanie Martinez,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,71,2015,electro,0.568,0.692,8,-4.513,1,0.0589,0.0161,0.0,0.148,0.577,92.023,201520,4,False,69,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1106,Melanie Martinez,Soap,03f7xZmt2wHCIDJBFPK8G4,71,2015,electro,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,209427,4,False,69,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1145,Melanie Martinez,Sippy Cup,2e4jB31WcGsxKL1ByqdZCq,69,2015,electro,0.715,0.651,5,-9.241,1,0.12,0.486,0.0,0.228,0.733,134.914,195067,4,True,68,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1146,Melanie Martinez,Cry Baby,052vSBPxqdmYRDlkSPiavc,69,2015,electro,0.686,0.691,5,-4.616,0,0.0371,0.257,0.0,0.145,0.477,95.046,239080,4,True,66,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1167,Melanie Martinez,Mrs. Potato Head,3K1tdhoeE6koNnWgAxEK9Y,68,2015,electro,0.517,0.622,1,-3.536,0,0.0577,0.174,0.0,0.105,0.463,170.154,217507,4,False,71,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1384,Melanie Martinez,Gingerbread Man,1taY3X7Ifq1989d6eI3raI,63,2015,electro,0.72,0.61,8,-7.098,0,0.0571,0.318,0.000918,0.122,0.505,134.054,207520,4,False,59,https://i.scdn.co/image/ab67616d0000b27346ad50f97521b4816b5f7371,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
1385,Melanie Martinez,Alphabet Boy,3NDPcoeno6oasqi6Hs75Ax,63,2015,electro,0.654,0.85,0,-5.719,1,0.0804,0.292,4.6e-05,0.0638,0.52,154.962,253067,4,True,61,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,22224625.0,75.0,https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0
