,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,song_popularity_2025,image_url_song,followers,popularity_artist_2025,image_url_artist
16,Arctic Monkeys,Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY,78,2013,garage,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4,False,78,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,32116566.0,85.0,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f
17,J. Cole,She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW,78,2013,hip-hop,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520,4,True,73,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,27095108.0,82.0,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc
18,Eminem,The Monster,48RrDBpOSSl1aLVCalGl5C,78,2013,hip-hop,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4,True,82,https://i.scdn.co/image/ab67616d0000b2733c65085a58aae2cccd892cbe,104653602.0,88.0,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b
19,Cults,Always Forever,2enPRFda84VE2wtI8c86Uf,78,2013,indie-pop,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,False,79,https://i.scdn.co/image/ab67616d0000b273bb2c501e91fd02780cd332c6,1258995.0,67.0,https://i.scdn.co/image/ab6761610000e5eb92ec52fb43fbd4d2511a9d1d
20,Bring Me The Horizon,Can You Feel My Heart,0WSa1sucoNRcEeULlZVQXj,78,2013,metal,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,5,True,78,https://i.scdn.co/image/ab67616d0000b27360cf7c8dd93815ccd6cb4830,6638322.0,77.0,https://i.scdn.co/image/ab6761610000e5ebe7c9399d0b5d813c20cbec65
21,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3,78,2013,pop,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4,False,79,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,10546347.0,80.0,https://i.scdn.co/image/ab6761610000e5ebaa69380a8d5203257611662d
22,Miley Cyrus,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,78,2013,pop,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4,False,80,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,26580169.0,81.0,https://i.scdn.co/image/ab6761610000e5ebf4cccd14ec026038d713e353
23,Ludovico Einaudi,Experience,1BncfTJAWxrsxyT9culBrj,77,2013,ambient,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4,False,77,https://i.scdn.co/image/ab67616d0000b2736c8ef0538e04f2e28380dcc5,4000342.0,77.0,https://i.scdn.co/image/ab6761610000e5eb86008946f7c35b22282d7e8c
24,Lady Gaga,Applause,5ka2ajep9OAvU5Sgduhiex,77,2013,dance,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4,False,78,https://i.scdn.co/image/ab67616d0000b2737da123c944790bfab54b2522,42361750.0,89.0,https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6
25,Katy Perry,Roar,27tNWlhdAryQY04Gb2ZhUI,77,2013,dance,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,4,False,78,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,38435979.0,83.0,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f
26,Avicii,Hey Brother,4lhqb6JvbHId48OUJGwymk,77,2013,dance,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4,False,79,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,23437935.0,79.0,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113
27,Katy Perry,Unconditionally,009ImBOrIUlWgla8U05RAC,77,2013,dance,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,228879,4,False,77,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,38435979.0,83.0,https://i.scdn.co/image/ab6761610000e5eb0988562f78810e47a6e3325f
28,salvia palth,i was all over her,7svpAkwc6xaSxlbZ7V7JiS,77,2013,emo,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,161463,4,False,2,https://i.scdn.co/image/ab67616d0000b27375398280edcb0278b4516c48,1363873.0,65.0,https://i.scdn.co/image/ab6761610000e5eb6a01d62c22e19a0fafbf5b10
29,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,77,2013,emo,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,False,82,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,9806952.0,79.0,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865
30,Childish Gambino,3005,5cc9Zbfp9u10sfJeKZ3h16,77,2013,hip-hop,0.664,0.447,6,-7.272,0,0.289,0.112,0.0,0.091,0.659,83.138,234215,4,True,4,https://i.scdn.co/image/ab67616d0000b27326d64b6150aa3d9b6b67d857,14571924.0,78.0,https://i.scdn.co/image/ab6761610000e5ebc3dc5429b676b16d451e5f77
31,Lorde,Ribs,2MvvoeRt8NcOXWESkxWn3g,77,2013,pop,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,False,83,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,10546347.0,80.0,https://i.scdn.co/image/ab6761610000e5ebaa69380a8d5203257611662d
32,Cage The Elephant,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,76,2013,blues,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4,False,80,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,4300934.0,73.0,https://i.scdn.co/image/ab6761610000e5eb766df8f443e0160f7b35545d
33,Darius Rucker,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,76,2013,country,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4,False,78,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f,2776420.0,66.0,https://i.scdn.co/image/ab6761610000e5eb17f1bb8128fc6e637e4240d7
34,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,76,2013,dance,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4,False,83,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,15842935.0,82.0,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e
35,Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,76,2013,dance,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4,False,80,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,27288300.0,78.0,https://i.scdn.co/image/ab6761610000e5eb42d7061876b87861d7c8f3fb
36,will.i.am,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,76,2013,dance,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,4,True,79,https://i.scdn.co/image/ab67616d0000b273e6082141bd7c86ae9f11ea26,4430633.0,73.0,https://i.scdn.co/image/ab6761610000e5eb7226c1f8cb3827c6dc6ab865
37,Arctic Monkeys,Arabella,7nzsY8vlnKdvGOEE0rjAXZ,76,2013,garage,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357,4,False,75,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,32116566.0,85.0,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f
38,J. Cole,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,76,2013,hip-hop,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,241160,4,True,79,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,27095108.0,82.0,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc
39,Eminem,Rap God,6or1bKJiZ06IlK0vFvY75k,76,2013,hip-hop,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,363521,4,True,74,https://i.scdn.co/image/ab67616d0000b273c6338d684995af10c2bf0533,104653602.0,88.0,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b
40,Daft Punk,Instant Crush (feat. Julian Casablancas),2cGxRwrMyEAp8dEbuZaVv6,75,2013,electro,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4,False,79,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937,10889134.0,82.0,https://i.scdn.co/image/ab6761610000e5ebd3aa7cc0e419b6c459b08e8e
41,Avenged Sevenfold,Hail to the King,5anCkDvJ17aznvK5TED5uo,75,2013,metal,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,4,False,78,https://i.scdn.co/image/ab67616d0000b2730ea1ecb2d5271c2db402b0c2,11757442.0,76.0,https://i.scdn.co/image/ab6761610000e5eb097658d63473ecb243ed4b1f
42,Lorde,Team,3G6hD9B2ZHOsgf4WfNu7X1,75,2013,pop,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,193059,4,False,80,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,10546347.0,80.0,https://i.scdn.co/image/ab6761610000e5ebaa69380a8d5203257611662d
43,One Direction,Best Song Ever,5T7ZFtCcOgkpjxcuaeZbw0,75,2013,pop,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107,4,False,76,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,40288722.0,83.0,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8
44,One Direction,You & I,2afCBiru10AFckfOa49wIa,75,2013,pop,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,237933,4,False,79,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,40288722.0,83.0,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8
45,James Arthur,Impossible,5yVIlYEHZxQVLyInCdldoS,75,2013,pop,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,209440,4,False,81,https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf,20867169.0,79.0,https://i.scdn.co/image/ab6761610000e5eb5a55e66595e80fb12dc5f5fa
46,One Direction,Strong,3cKM7UXBZmgjEgEBTkaIlU,75,2013,pop,0.741,0.663,0,-7.308,1,0.0434,0.0608,0.0,0.0931,0.338,115.013,184373,4,False,73,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,40288722.0,83.0,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8
47,The Neighbourhood,Afraid,7brQHA2CgQpcMBiOlfiXYb,74,2013,alt-rock,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187,4,True,76,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,21649006.0,83.0,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816
48,Robin Thicke,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,74,2013,dance,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,True,78,https://i.scdn.co/image/ab67616d0000b273bf4733171d920f2a62b24713,1976493.0,63.0,https://i.scdn.co/image/ab6761610000e5eb02582bb3fa9d68f44a247f39
49,The Paper Kites,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,74,2013,folk,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,210080,4,False,76,https://i.scdn.co/image/ab67616d0000b27355bd9d9e0f50d28ddc9c1308,894971.0,67.0,https://i.scdn.co/image/ab6761610000e5eb7b96a71c133ebf861311b7d3
50,Arctic Monkeys,Knee Socks,2LGdO5MtFdyphi2EihANZG,74,2013,garage,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,257563,4,False,75,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,32116566.0,85.0,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f
51,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,74,2013,hip-hop,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,233787,4,True,75,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,17349453.0,82.0,https://i.scdn.co/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad
52,Pritam,Kabira,4bD9z9qa4qg9BhryvYWB7c,74,2013,indian,0.59,0.555,2,-6.861,1,0.0271,0.481,0.0,0.192,0.191,84.027,223460,4,False,76,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,60262636.0,88.0,https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca
53,Marc Anthony,Vivir Mi Vida,3QHMxEOAGD51PDlbFPHLyJ,74,2013,pop,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,252347,4,False,76,https://i.scdn.co/image/ab67616d0000b27321be16e998effa9f1f4b63a9,10881915.0,76.0,https://i.scdn.co/image/ab6761610000e5ebf925199b552d3c73c9934002
54,Julión Álvarez y su Norteño Banda,Ojos Verdes,6981hdSOqG8tP6xTqaySa1,74,2013,sad,0.787,0.469,5,-5.503,1,0.039,0.653,0.0,0.0612,0.923,106.995,237080,4,False,76,https://i.scdn.co/image/ab67616d0000b273d3d93bfab7c2211fde5d9a6d,11242702.0,80.0,https://i.scdn.co/image/ab6761610000e5ebc8e4ae1dad1347ca2cfa8a30
55,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,74,2013,show-tunes,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,223840,4,False,76,https://i.scdn.co/image/ab67616d0000b273a985e1e7c6b095da213eaa7c,571574.0,69.0,https://i.scdn.co/image/ab6761610000e5eb6e39cafa090a7f726177bbf7
56,M.I.A.,Bad Girls,6nzXkCBOhb2mxctNihOqbb,73,2013,dance,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,227520,4,False,73,https://i.scdn.co/image/ab67616d0000b2733d6fa293f49903ed38fbe0de,1476081.0,66.0,https://i.scdn.co/image/ab6761610000e5ebd75b03e7f83d62dcd55617ca
57,Ariana Grande,Daydreamin',2CcQDI2IDhHbmBIFup58JE,73,2013,dance,0.675,0.648,7,-6.003,1,0.0317,0.234,0.0,0.561,0.322,114.051,211293,3,False,67,https://i.scdn.co/image/ab67616d0000b273ea28881e9e363244a4a2347b,107464304.0,91.0,https://i.scdn.co/image/ab6761610000e5eb6725802588d7dc1aba076ca5
58,Simple Minds,Don't You (Forget About Me) - Remastered 2001,2u96akbqgCRtkjfLMYrgZo,73,2013,dance,0.666,0.788,2,-7.02,1,0.0276,0.0884,0.0628,0.298,0.675,111.257,260773,4,False,3,https://i.scdn.co/image/ab67616d0000b2737c5454c462cedb6eb1aa8852,2336855.0,65.0,https://i.scdn.co/image/ab6761610000e5eb83e9da1d7f9d7da25c9e1e53
59,salvia palth,(dream),39iczvfNkZstM8KY8dNDFC,73,2013,emo,0.328,0.301,0,-13.283,1,0.0366,0.926,0.825,0.118,0.167,147.398,84741,4,False,1,https://i.scdn.co/image/ab67616d0000b27375398280edcb0278b4516c48,1363873.0,65.0,https://i.scdn.co/image/ab6761610000e5eb6a01d62c22e19a0fafbf5b10
60,Luke Bryan,Play It Again,03fT3OHB9KyMtGMt2zwqCT,72,2013,country,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4,False,74,https://i.scdn.co/image/ab67616d0000b27316fce2616744168b30462991,9412220.0,74.0,https://i.scdn.co/image/ab6761610000e5eb9754cf0a7b838caafa4b8b55
61,Selena Gomez,Come & Get It,6LoQHIo74tOzQ8EsLEkhgF,72,2013,dance,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,4,False,70,https://i.scdn.co/image/ab67616d0000b2730e36690135fa1a30d048e604,53283948.0,81.0,https://i.scdn.co/image/ab6761610000e5eb815e520e3ce7fe210046ba66
62,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,72,2013,electro,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,4,False,77,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937,10889134.0,82.0,https://i.scdn.co/image/ab6761610000e5ebd3aa7cc0e419b6c459b08e8e
63,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,72,2013,emo,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,False,76,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,9806952.0,79.0,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865
64,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl,72,2013,emo,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4,False,76,https://i.scdn.co/image/ab67616d0000b273483a98632e23f6d2623ab75c,11420052.0,78.0,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac
65,Childish Gambino,III. Urn,1wYIv0ySOwjMFWLOtrgtbo,72,2013,hip-hop,0.59,0.446,0,-12.759,0,0.0731,0.621,0.00235,0.0731,0.399,140.081,73387,4,True,0,https://i.scdn.co/image/ab67616d0000b27326d64b6150aa3d9b6b67d857,14571924.0,78.0,https://i.scdn.co/image/ab6761610000e5ebc3dc5429b676b16d451e5f77
66,Yung Lean,Ginseng Strip 2002,7v3rmoy5jcn4h5UqwQyCM3,72,2013,hip-hop,0.601,0.712,1,-9.433,1,0.0436,0.0848,0.0,0.461,0.389,114.97,154000,4,True,72,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,1153106.0,66.0,https://i.scdn.co/image/ab6761610000e5eb9203ea92f4c538f41e6eea8c
67,Current Joys,Blondie,7sIx70dGj3VBiHWr0KZXfD,72,2013,indie-pop,0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,194733,4,False,2,https://i.scdn.co/image/ab67616d0000b273aa34e56c440a5e8790b524c3,1763846.0,69.0,https://i.scdn.co/image/ab6761610000e5eb4a0ff79c4f265a74b3037b22
68,Echosmith,Cool Kids,13P5rwmk2EsoFRIz9UCeh9,72,2013,indie-pop,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,False,72,https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae,605967.0,56.0,https://i.scdn.co/image/ab6761610000e5eb95ccad9629c72ea825615533
69,Soap&Skin,Me and the Devil,0wrWxW18WK2MkrfDpRHkyh,72,2013,pop,0.397,0.446,7,-7.032,1,0.0373,0.49,0.00892,0.111,0.214,178.05,185000,4,False,78,https://i.scdn.co/image/ab67616d0000b27376016873b8c84a5ee37d34d6,262231.0,60.0,https://i.scdn.co/image/ab6761610000e5eb5e75400628514c426bf40b60
70,Fitz and The Tantrums,Out of My League,2AYEOC02WLhUiOoaig2SEH,71,2013,alt-rock,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,False,76,https://i.scdn.co/image/ab67616d0000b2735e145eb24e282b9554501a27,1010310.0,65.0,https://i.scdn.co/image/ab6761610000e5eb756717e6695fbaeb236857a2
71,Cage The Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,71,2013,blues,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347,4,False,75,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,4300934.0,73.0,https://i.scdn.co/image/ab6761610000e5eb766df8f443e0160f7b35545d
72,Tom Odell,Heal,4KlL5Bwlm4yHYxr0B2rHci,71,2013,chill,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,193080,4,False,75,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f,4317750.0,77.0,https://i.scdn.co/image/ab6761610000e5eb89633578648b0b51f53d167f
